topic_id,timestamp,bin_start,bin_end,frequency,growth_velocity,semantic_velocity,keywords,z_score_growth_vel
477,2021-09-19 00:00:00.000000,2021-08-17 00:00:00.000000,2021-10-22,0.0122270742358078,0.007406945310875393,0.5135501623153687,"health, hospital, icu, manager, says",3.5630646651727838
41,2020-11-23 12:00:00.000000,2020-11-14 00:00:00.000000,2020-12-03,0.0025773195876288,0.0025773195876288,0.5122624635696411,"covid, nsw, restrictions, pandemic, albury",3.562209051262542
594,2020-03-11 12:00:00.000000,2020-02-28 00:00:00.000000,2020-03-24,0.0081896551724137,0.007740372794885972,0.36916065216064453,"cases, nsw, rise, rises, new",3.5591367770207416
18,2019-02-09 00:00:00.000000,2019-01-29 00:00:00.000000,2019-02-20,0.0017881090746535,0.0017881090746535,,,3.5585269709480634
36,2019-03-28 00:00:00.000000,2019-03-16 00:00:00.000000,2019-04-09,0.0046788600595491,0.0046788600595491,0.6110321283340454,"march, wednesday, tuesday, monday, friday",3.5577548327889854
497,2020-02-16 12:00:00.000000,2020-02-05 00:00:00.000000,2020-02-28,0.0040124832813196,0.003147700780646671,0.7725437879562378,"harvey, weinstein, weinsteins, metoo, verdict",3.552028370161673
527,2020-09-26 12:00:00.000000,2020-09-17 00:00:00.000000,2020-10-06,0.0063636363636363,0.005944318181818212,0.15050828456878662,"emmys, awards, schitts, know, creek",3.549202606340523
495,2020-04-05 00:00:00.000000,2020-03-24 00:00:00.000000,2020-04-17,0.0095944177932839,0.005693022447582158,0.25027430057525635,"coronavirus, food, covid, cooking, farmers",3.5370308790719522
407,2021-04-30 12:00:00.000000,2021-03-23 00:00:00.000000,2021-06-08,0.0039352864013992,0.003056952817495981,0.6591759920120239,"federal, government, build, calls, criticism",3.536250356014356
422,2020-06-24 00:00:00.000000,2020-06-15 00:00:00.000000,2020-07-03,0.0042480883602378,0.003820748748169644,0.5888967514038086,"election, antony, green, voters, byelection",3.531662548965751
552,2020-04-05 00:00:00.000000,2020-03-24 00:00:00.000000,2020-04-17,0.0043610989969472,0.00306403343646907,0.48574090003967285,"childcare, free, government, care, covid",3.52325968845901
490,2020-05-17 12:00:00.000000,2020-05-08 00:00:00.000000,2020-05-27,0.008440693025322,0.005495726462461266,0.5294687747955322,"coronavirus, restrictions, restaurants, restaurant, pubs",3.522827059326546
544,2019-02-09 00:00:00.000000,2019-01-29 00:00:00.000000,2019-02-20,0.0062583817612874,0.004990521557472283,0.7346620559692383,"basin, royal, commission, plan, water",3.514976619272936
300,2020-08-19 12:00:00.000000,2020-08-11 00:00:00.000000,2020-08-28,0.0022271714922048,0.0022271714922048,0.41468876600265503,"covid, scott, coronavirus, pacific, mandatory",3.51325505355286
360,2019-11-25 00:00:00.000000,2019-11-13 00:00:00.000000,2019-12-07,0.0026749888542131,0.002235411919160907,0.5323668718338013,"whytes, public, corruption, whyte, police",3.501035773041864
151,2019-11-25 00:00:00.000000,2019-11-13 00:00:00.000000,2019-12-07,0.0044583147570218,0.0026991933651531906,0.22196364402770996,"smoke, sydney, haze, bushfire, nsw",3.498840561430664
478,2021-03-11 12:00:00.000000,2021-02-28 00:00:00.000000,2021-03-23,0.0043782837127845,0.0039442395106614615,0.46372222900390625,"flights, cheap, tourism, government, discount",3.49079050250276
373,2019-11-25 00:00:00.000000,2019-11-13 00:00:00.000000,2019-12-07,0.0084707980383415,0.007145606450906108,0.4868568181991577,"westpac, laundering, money, austrac, ceo",3.487465672953138
570,2020-07-12 12:00:00.000000,2020-07-03 00:00:00.000000,2020-07-22,0.009927797833935,0.006933518043660758,0.3174781799316406,"lockdown, melbourne, victoria, cases, public",3.484781195883134
267,2020-04-05 00:00:00.000000,2020-03-24 00:00:00.000000,2020-04-17,0.0143916266899258,0.008739208710084876,0.3189660310745239,"coronavirus, cruise, ship, artania, navy",3.4729562429239147
