topic_id,event_date,frequency,z_score,keywords,event_type
149,2020-09-07 00:00:00.000000,0.0045852438516048,5.17,,SUDDEN_SPIKE_FREQ
160,2019-01-14 23:59:59.999999,0.0075693860386879,5.17,,SUDDEN_SPIKE_FREQ
403,2020-03-11 12:00:00.000000,0.0047413793103448,5.16,,SUDDEN_SPIKE_FREQ
46,2019-06-07 12:00:00.000000,0.0037926675094816,5.16,,SUDDEN_SPIKE_FREQ
269,2020-11-04 12:00:00.000000,0.0404823428079242,5.15,,SUDDEN_SPIKE_FREQ
417,2019-12-23 00:00:00.000000,0.0042372881355932,5.14,,SUDDEN_SPIKE_FREQ
583,2019-03-04 00:00:00.000000,0.008536064874093,5.14,,SUDDEN_SPIKE_FREQ
107,2019-11-25 00:00:00.000000,0.0062416406598305,5.13,,SUDDEN_SPIKE_FREQ
457,2020-04-27 12:00:00.000000,0.0209205020920502,5.13,,SUDDEN_SPIKE_FREQ
77,2021-11-26 00:00:00.000000,0.0060790273556231,5.11,,SUDDEN_SPIKE_FREQ
527,2020-09-26 12:00:00.000000,0.0063636363636363,5.1,,SUDDEN_SPIKE_FREQ
325,2020-04-27 12:00:00.000000,0.0129707112970711,5.1,,SUDDEN_SPIKE_FREQ
463,2021-07-13 00:00:00.000000,0.0400173988690735,5.1,,SUDDEN_SPIKE_FREQ
490,2020-05-17 12:00:00.000000,0.008440693025322,5.1,,SUDDEN_SPIKE_FREQ
78,2021-02-18 12:00:00.000000,0.0138348465196714,5.1,,SUDDEN_SPIKE_FREQ
423,2019-03-04 00:00:00.000000,0.019632949210414,5.1,,SUDDEN_SPIKE_FREQ
206,2020-05-17 12:00:00.000000,0.0035539760106619,5.08,,SUDDEN_SPIKE_FREQ
340,2020-05-17 12:00:00.000000,0.0031097290093291,5.07,,SUDDEN_SPIKE_FREQ
188,2019-04-21 00:00:00.000000,0.0039491004826678,5.06,,SUDDEN_SPIKE_FREQ
267,2020-04-05 00:00:00.000000,0.0143916266899258,5.05,,SUDDEN_SPIKE_FREQ
258,2019-06-07 12:00:00.000000,0.0105351875263379,5.03,,SUDDEN_SPIKE_FREQ
37,2019-03-28 00:00:00.000000,0.0042535091450446,5.02,,SUDDEN_SPIKE_FREQ
273,2021-07-13 00:00:00.000000,0.0160939538929969,5.02,,SUDDEN_SPIKE_FREQ
286,2020-05-17 12:00:00.000000,0.0039982230119946,5.01,,SUDDEN_SPIKE_FREQ
342,2020-12-13 12:00:00.000000,0.0030701754385964,5.0,,SUDDEN_SPIKE_FREQ
115,2021-09-19 00:00:00.000000,0.0048034934497816,4.99,,SUDDEN_SPIKE_FREQ
558,2020-08-01 00:00:00.000000,0.0051524259338772,4.99,,SUDDEN_SPIKE_FREQ
123,2020-01-22 00:00:00.000000,0.0047413793103448,4.98,,SUDDEN_SPIKE_FREQ
504,2019-03-28 00:00:00.000000,0.0038281582305401,4.98,,SUDDEN_SPIKE_FREQ
601,2020-09-26 12:00:00.000000,0.0122727272727272,4.98,,SUDDEN_SPIKE_FREQ
385,2019-11-25 00:00:00.000000,0.0040124832813196,4.97,,SUDDEN_SPIKE_FREQ
497,2020-02-16 12:00:00.000000,0.0040124832813196,4.95,,SUDDEN_SPIKE_FREQ
223,2020-01-22 00:00:00.000000,0.0030172413793103,4.95,,SUDDEN_SPIKE_FREQ
350,2020-04-27 12:00:00.000000,0.002092050209205,4.95,,SUDDEN_SPIKE_FREQ
314,2019-07-02 12:00:00.000000,0.0026917900403768,4.95,,SUDDEN_SPIKE_FREQ
142,2019-12-23 00:00:00.000000,0.0042372881355932,4.94,,SUDDEN_SPIKE_FREQ
