anchor_id,anchor_label,gdelt_theme_expected,source,date,topic_id,keywords,probe_hits,velocity,velocity_z
national_lockdown,National lockdown,HEALTH_PANDEMIC,spike_events,2020-03-11,605,"nsw, cases, new, records, infections",0,0.0073275862068965,3.537430678766896
national_lockdown,National lockdown,HEALTH_PANDEMIC,spike_events,2020-03-11,442,"coronavirus, economy, economic, covid, recession",0,0.0046233716475095,3.497040992338838
national_lockdown,National lockdown,HEALTH_PANDEMIC,spike_events,2020-04-05,281,"coronavirus, cruise, ship, covid, ships",0,0.0087392087100848,3.460409539002988
national_lockdown,National lockdown,HEALTH_PANDEMIC,spike_events,2020-03-11,602,"tourism, queensland, tourists, travel, amid",0,0.0021079620474713,3.4169007716376094
national_lockdown,National lockdown,HEALTH_PANDEMIC,spike_events,2020-04-05,591,"coronavirus, covid, deaths, death, toll",0,0.0034888791975577,3.4040753342765084
national_lockdown,National lockdown,HEALTH_PANDEMIC,spike_events,2020-04-05,105,"coronavirus, ruby, cruise, inquiry, diamond",0,0.0095944177932839,3.3622724479763098
national_lockdown,National lockdown,HEALTH_PANDEMIC,spike_events,2020-04-05,174,"coronavirus, racism, china, australia, racist",0,0.0021805494984736,3.343650789046038
national_lockdown,National lockdown,HEALTH_PANDEMIC,spike_events,2020-04-05,575,"childcare, free, centre, government, workers",0,0.003064033436469,3.34076522092899
national_lockdown,National lockdown,HEALTH_PANDEMIC,spike_events,2020-03-11,604,"queensland, cases, brisbane, covid, new",0,0.0038793103448275,3.185628791107842
national_lockdown,National lockdown,HEALTH_PANDEMIC,spike_events,2020-04-05,574,"coronavirus, mental, health, covid, anxiety",0,0.0017444395987788,3.1666787295889307
national_lockdown,National lockdown,HEALTH_PANDEMIC,spike_events,2020-03-11,422,"coronavirus, airline, court, nsw, virgin",0,0.0025862068965517,3.134501053382851
national_lockdown,National lockdown,HEALTH_PANDEMIC,spike_events,2020-03-11,555,"border, hard, borders, closure, says",1,0.0017241379310344,3.079593916156915
national_lockdown,National lockdown,HEALTH_PANDEMIC,spike_events,2020-03-11,528,"coronavirus, music, covid, live, festival",0,0.0043103448275862,3.0694804406604725
national_lockdown,National lockdown,HEALTH_PANDEMIC,spike_events,2020-04-05,572,"restrictions, victoria, melbourne, stage, fines",1,0.0052361372575583,3.012623191916791
national_lockdown,National lockdown,HEALTH_PANDEMIC,spike_events,2020-04-05,39,"wednesday, july, june, friday, monday",0,0.0039249890972525,2.9776605740654363
national_lockdown,National lockdown,HEALTH_PANDEMIC,spike_events,2020-03-11,470,"coronavirus, market, share, markets, stock",0,0.0029206467242145,2.953497034906833
national_lockdown,National lockdown,HEALTH_PANDEMIC,spike_events,2020-03-11,433,"coronavirus, business, businesses, small, pandemic",0,0.0021551724137931,2.942656470828169
national_lockdown,National lockdown,HEALTH_PANDEMIC,spike_events,2020-04-05,64,"boris, johnson, coronavirus, covid, lockdown",1,0.003510253457474,2.9017574590722996
national_lockdown,National lockdown,HEALTH_PANDEMIC,spike_events,2020-03-11,143,"victims, families, trial, suspects, men",0,0.0025862068965517,2.8801854083643796
national_lockdown,National lockdown,HEALTH_PANDEMIC,spike_events,2020-04-05,383,"tracing, coronavirus, contact, app, covid",0,0.0065416484954208,2.8571882251768437
national_lockdown,National lockdown,HEALTH_PANDEMIC,spike_events,2020-03-11,426,"coronavirus, rent, rental, covid, housing",0,0.0038793103448275,2.8392456047603556
national_lockdown,National lockdown,HEALTH_PANDEMIC,spike_events,2020-03-11,548,"tasmania, coronavirus, cases, west, outbreak",0,0.0038793103448275,2.8301926012865586
national_lockdown,National lockdown,HEALTH_PANDEMIC,spike_events,2020-04-05,440,"coronavirus, food, covid, pandemic, meat",0,0.0035173537270911,2.822514900749823
national_lockdown,National lockdown,HEALTH_PANDEMIC,spike_events,2020-03-11,424,"staff, joyce, alan, cut, workers",0,0.0038793103448275,2.77725127813347
national_lockdown,National lockdown,HEALTH_PANDEMIC,spike_events,2020-04-05,484,"fruit, fly, armyworm, fall, pest",0,0.0026245476909276,2.738236058781832
national_lockdown,National lockdown,HEALTH_PANDEMIC,spike_events,2020-03-11,603,"coronavirus, flight, flights, australia, virgin",0,0.0021394215993608,2.7062084157251336
national_lockdown,National lockdown,HEALTH_PANDEMIC,spike_events,2020-03-11,95,"norman, swan, looks, says, explains",0,0.0017241379310344,2.6904464211634016
national_lockdown,National lockdown,HEALTH_PANDEMIC,spike_events,2020-04-05,534,"cyclone, fiji, vanuatu, harold, yasa",0,0.0039249890972525,2.6570599693300707
national_lockdown,National lockdown,HEALTH_PANDEMIC,spike_events,2020-04-05,239,"coronavirus, superannuation, early, super, access",0,0.0008769172347587,2.5849046081621787
national_lockdown,National lockdown,HEALTH_PANDEMIC,spike_events,2020-03-11,573,"children, life, families, child, baby",0,0.0021551724137931,2.56077947555674
